id,reporte_id,tipo_trabajo,descripcion,prioridad,materiales,observaciones_materiales,created_at,updated_at
1679,1679,configuracion,Configurar nuevamente el equipo,normal,Switch de 8 puertos,,2025-01-30 09:59:00,2025-02-02 00:59:00
1680,1680,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,Verificar stock en bodega,2025-01-29 09:18:00,2025-01-31 15:18:00
1681,1681,configuracion,Configurar nuevamente el equipo,urgente,Switch de 8 puertos,Verificar stock en bodega,2025-01-27 03:22:00,2025-01-29 14:22:00
1682,1682,instalacion,Hay que ir a instalar una nueva conexión,urgente,"Router TP-Link, Cable UTP",Verificar stock en bodega,2025-01-29 18:51:00,2025-01-31 18:51:00
1683,1683,mantenimiento,Realizar mantenimiento preventivo,urgente,Switch de 8 puertos,Verificar stock en bodega,2025-01-28 17:13:00,2025-01-29 05:13:00
1684,1684,reparacion,Es necesario reparar el sistema dañado,alta,,,2025-01-31 13:37:00,2025-02-01 18:37:00
1685,1685,instalacion,Hay que ir a instalar una nueva conexión,normal,Antena de 5GHz,Verificar stock en bodega,2025-01-27 10:52:00,2025-01-28 09:52:00
1686,1686,instalacion,Hay que ir a instalar una nueva conexión,baja,Switch de 8 puertos,Verificar stock en bodega,2025-01-29 10:56:00,2025-01-29 16:56:00
1687,1687,mantenimiento,Realizar mantenimiento preventivo,baja,Modem Huawei,,2025-01-30 17:52:00,2025-02-01 13:52:00
1688,1688,instalacion,Hay que ir a instalar una nueva conexión,normal,Antena de 5GHz,,2025-01-27 09:10:00,2025-01-28 09:10:00
1689,1689,reparacion,Es necesario reparar el sistema dañado,urgente,,,2025-01-28 05:50:00,2025-01-31 05:50:00
1690,1690,instalacion,Hay que ir a instalar una nueva conexión,urgente,"Router TP-Link, Cable UTP",,2025-01-26 21:15:00,2025-01-27 04:15:00
1691,1691,reparacion,Es necesario reparar el sistema dañado,urgente,Modem Huawei,,2025-01-28 19:53:00,2025-01-29 10:53:00
1692,1692,mantenimiento,Realizar mantenimiento preventivo,normal,Switch de 8 puertos,,2025-02-01 21:09:00,2025-02-01 22:09:00
1693,1693,configuracion,Configurar nuevamente el equipo,normal,Modem Huawei,Verificar stock en bodega,2025-01-26 12:08:00,2025-01-26 13:08:00
1694,1694,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,,2025-01-30 21:42:00,2025-02-02 07:42:00
1695,1695,reparacion,Es necesario reparar el sistema dañado,urgente,Antena de 5GHz,Verificar stock en bodega,2025-01-31 14:08:00,2025-02-01 05:08:00
1696,1696,reparacion,Es necesario reparar el sistema dañado,alta,Switch de 8 puertos,,2025-01-26 16:34:00,2025-01-29 16:34:00
1697,1697,configuracion,Configurar nuevamente el equipo,normal,,Verificar stock en bodega,2025-01-30 02:22:00,2025-01-31 06:22:00
1698,1698,reparacion,Es necesario reparar el sistema dañado,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2025-01-31 15:52:00,2025-02-01 03:52:00
1699,1699,instalacion,Hay que ir a instalar una nueva conexión,baja,Antena de 5GHz,Verificar stock en bodega,2025-02-04 16:01:00,2025-02-05 16:01:00
1700,1700,configuracion,Configurar nuevamente el equipo,urgente,Switch de 8 puertos,,2025-02-06 05:36:00,2025-02-06 14:36:00
1701,1701,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,,2025-02-02 17:05:00,2025-02-04 00:05:00
1702,1702,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,Verificar stock en bodega,2025-02-08 16:02:00,2025-02-10 23:02:00
1703,1703,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,,2025-02-07 23:26:00,2025-02-08 00:26:00
1704,1704,instalacion,Hay que ir a instalar una nueva conexión,baja,Modem Huawei,Verificar stock en bodega,2025-02-05 10:52:00,2025-02-06 03:52:00
1705,1705,instalacion,Hay que ir a instalar una nueva conexión,normal,,,2025-02-08 08:39:00,2025-02-11 07:39:00
1706,1706,configuracion,Configurar nuevamente el equipo,baja,Switch de 8 puertos,,2025-02-04 05:54:00,2025-02-06 01:54:00
1707,1707,reparacion,Es necesario reparar el sistema dañado,urgente,"Router TP-Link, Cable UTP",,2025-02-14 01:48:00,2025-02-15 19:48:00
1708,1708,instalacion,Hay que ir a instalar una nueva conexión,urgente,Modem Huawei,Verificar stock en bodega,2025-02-11 13:44:00,2025-02-13 07:44:00
1709,1709,reparacion,Es necesario reparar el sistema dañado,baja,"Router TP-Link, Cable UTP",Verificar stock en bodega,2025-02-14 03:03:00,2025-02-17 01:03:00
1710,1710,mantenimiento,Realizar mantenimiento preventivo,urgente,Antena de 5GHz,,2025-02-12 09:09:00,2025-02-14 09:09:00
1711,1711,mantenimiento,Realizar mantenimiento preventivo,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2025-02-13 00:56:00,2025-02-13 19:56:00
1712,1712,mantenimiento,Realizar mantenimiento preventivo,urgente,Modem Huawei,,2025-02-09 19:23:00,2025-02-12 07:23:00
1713,1713,mantenimiento,Realizar mantenimiento preventivo,normal,Switch de 8 puertos,,2025-02-12 13:01:00,2025-02-13 06:01:00
1714,1714,mantenimiento,Realizar mantenimiento preventivo,urgente,,Verificar stock en bodega,2025-02-15 11:43:00,2025-02-16 05:43:00
1715,1715,reparacion,Es necesario reparar el sistema dañado,urgente,Modem Huawei,,2025-02-15 18:05:00,2025-02-18 10:05:00
1716,1716,reparacion,Es necesario reparar el sistema dañado,urgente,Switch de 8 puertos,Verificar stock en bodega,2025-02-11 19:07:00,2025-02-14 05:07:00
1717,1717,mantenimiento,Realizar mantenimiento preventivo,alta,Switch de 8 puertos,,2025-02-11 11:04:00,2025-02-13 18:04:00
1718,1718,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,Verificar stock en bodega,2025-02-11 18:18:00,2025-02-11 23:18:00
1719,1719,mantenimiento,Realizar mantenimiento preventivo,baja,Switch de 8 puertos,,2025-02-10 14:10:00,2025-02-13 09:10:00
1720,1720,reparacion,Es necesario reparar el sistema dañado,alta,,,2025-02-11 17:23:00,2025-02-12 04:23:00
1721,1721,instalacion,Hay que ir a instalar una nueva conexión,baja,,Verificar stock en bodega,2025-02-10 19:11:00,2025-02-12 20:11:00
1722,1722,configuracion,Configurar nuevamente el equipo,baja,"Router TP-Link, Cable UTP",,2025-02-14 05:11:00,2025-02-16 00:11:00
1723,1723,reparacion,Es necesario reparar el sistema dañado,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2025-02-13 21:27:00,2025-02-14 03:27:00
1724,1724,configuracion,Configurar nuevamente el equipo,alta,,Verificar stock en bodega,2025-02-12 13:56:00,2025-02-14 20:56:00
1725,1725,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,,2025-02-12 05:24:00,2025-02-15 04:24:00
1726,1726,configuracion,Configurar nuevamente el equipo,urgente,Modem Huawei,Verificar stock en bodega,2025-02-16 04:12:00,2025-02-17 00:12:00
1727,1727,configuracion,Configurar nuevamente el equipo,normal,Switch de 8 puertos,,2025-02-15 03:50:00,2025-02-16 19:50:00
1728,1728,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,,2025-02-16 01:34:00,2025-02-16 16:34:00
1729,1729,instalacion,Hay que ir a instalar una nueva conexión,urgente,Switch de 8 puertos,Verificar stock en bodega,2025-02-10 04:05:00,2025-02-10 23:05:00
1730,1730,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,Verificar stock en bodega,2025-02-11 14:01:00,2025-02-14 09:01:00
1731,1731,configuracion,Configurar nuevamente el equipo,alta,Modem Huawei,Verificar stock en bodega,2025-02-13 02:22:00,2025-02-14 21:22:00
1732,1732,instalacion,Hay que ir a instalar una nueva conexión,urgente,,,2025-02-16 11:42:00,2025-02-19 06:42:00
1733,1733,reparacion,Es necesario reparar el sistema dañado,alta,Switch de 8 puertos,Verificar stock en bodega,2025-02-21 00:49:00,2025-02-22 08:49:00
1734,1734,reparacion,Es necesario reparar el sistema dañado,alta,Switch de 8 puertos,Verificar stock en bodega,2025-02-21 06:20:00,2025-02-23 05:20:00
1735,1735,configuracion,Configurar nuevamente el equipo,urgente,Switch de 8 puertos,Verificar stock en bodega,2025-02-21 17:37:00,2025-02-21 18:37:00
1736,1736,configuracion,Configurar nuevamente el equipo,baja,,,2025-02-16 09:09:00,2025-02-18 04:09:00
1737,1737,mantenimiento,Realizar mantenimiento preventivo,normal,Antena de 5GHz,,2025-02-20 01:09:00,2025-02-20 06:09:00
1738,1738,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,Verificar stock en bodega,2025-02-19 18:32:00,2025-02-19 22:32:00
1739,1739,reparacion,Es necesario reparar el sistema dañado,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2025-02-19 17:55:00,2025-02-20 10:55:00
1740,1740,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,Verificar stock en bodega,2025-02-23 05:30:00,2025-02-26 05:30:00
1741,1741,mantenimiento,Realizar mantenimiento preventivo,normal,Antena de 5GHz,Verificar stock en bodega,2025-02-21 03:05:00,2025-02-22 18:05:00
1742,1742,reparacion,Es necesario reparar el sistema dañado,normal,Switch de 8 puertos,,2025-02-18 16:01:00,2025-02-20 09:01:00
1743,1743,instalacion,Hay que ir a instalar una nueva conexión,normal,,Verificar stock en bodega,2025-02-18 02:24:00,2025-02-20 21:24:00
1744,1744,configuracion,Configurar nuevamente el equipo,alta,Modem Huawei,,2025-02-16 20:06:00,2025-02-17 06:06:00
1745,1745,configuracion,Configurar nuevamente el equipo,alta,Switch de 8 puertos,Verificar stock en bodega,2025-02-18 07:27:00,2025-02-19 08:27:00
1746,1746,configuracion,Configurar nuevamente el equipo,normal,Modem Huawei,Verificar stock en bodega,2025-02-19 18:43:00,2025-02-21 10:43:00
1747,1747,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,Verificar stock en bodega,2025-02-16 08:12:00,2025-02-18 14:12:00
1748,1748,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,Verificar stock en bodega,2025-02-17 15:42:00,2025-02-19 02:42:00
1749,1749,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,,2025-02-18 12:44:00,2025-02-20 07:44:00
1750,1750,instalacion,Hay que ir a instalar una nueva conexión,normal,Modem Huawei,,2025-02-21 19:37:00,2025-02-22 21:37:00
1751,1751,instalacion,Hay que ir a instalar una nueva conexión,urgente,Modem Huawei,,2025-02-21 00:51:00,2025-02-22 04:51:00
1752,1752,mantenimiento,Realizar mantenimiento preventivo,alta,"Router TP-Link, Cable UTP",,2025-02-17 09:41:00,2025-02-20 07:41:00
1753,1753,reparacion,Es necesario reparar el sistema dañado,alta,Switch de 8 puertos,,2025-02-17 14:47:00,2025-02-20 14:47:00
1754,1754,configuracion,Configurar nuevamente el equipo,normal,Modem Huawei,,2025-02-19 16:49:00,2025-02-22 16:49:00
1755,1755,configuracion,Configurar nuevamente el equipo,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2025-02-19 17:35:00,2025-02-22 08:35:00
1756,1756,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,,2025-02-20 03:56:00,2025-02-22 10:56:00
1757,1757,mantenimiento,Realizar mantenimiento preventivo,alta,"Router TP-Link, Cable UTP",,2025-02-23 14:48:00,2025-02-26 00:48:00
1758,1758,reparacion,Es necesario reparar el sistema dañado,normal,,Verificar stock en bodega,2025-02-25 02:02:00,2025-02-27 05:02:00
1759,1759,configuracion,Configurar nuevamente el equipo,urgente,Switch de 8 puertos,Verificar stock en bodega,2025-02-26 11:57:00,2025-02-28 16:57:00
1760,1760,configuracion,Configurar nuevamente el equipo,baja,Antena de 5GHz,,2025-03-01 09:55:00,2025-03-03 06:55:00
1761,1761,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,,2025-02-28 23:07:00,2025-03-01 07:07:00
1762,1762,instalacion,Hay que ir a instalar una nueva conexión,normal,,Verificar stock en bodega,2025-03-02 15:31:00,2025-03-04 23:31:00
1763,1763,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,,2025-03-04 18:56:00,2025-03-06 10:56:00
1764,1764,reparacion,Es necesario reparar el sistema dañado,normal,Modem Huawei,Verificar stock en bodega,2025-03-03 10:37:00,2025-03-04 23:37:00
1765,1765,reparacion,Es necesario reparar el sistema dañado,alta,,,2025-03-06 01:21:00,2025-03-06 18:21:00
1766,1766,mantenimiento,Realizar mantenimiento preventivo,alta,Antena de 5GHz,Verificar stock en bodega,2025-03-04 00:47:00,2025-03-06 11:47:00
1767,1767,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,,2025-03-03 03:03:00,2025-03-03 06:03:00
1768,1768,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,,2025-03-04 07:00:00,2025-03-06 23:00:00
1769,1769,configuracion,Configurar nuevamente el equipo,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2025-03-03 00:33:00,2025-03-04 03:33:00
1770,1770,configuracion,Configurar nuevamente el equipo,urgente,,,2025-03-02 09:13:00,2025-03-02 18:13:00
1771,1771,configuracion,Configurar nuevamente el equipo,normal,Modem Huawei,,2025-03-08 04:21:00,2025-03-09 08:21:00
1772,1772,configuracion,Configurar nuevamente el equipo,urgente,"Router TP-Link, Cable UTP",,2025-03-07 17:40:00,2025-03-08 02:40:00
1773,1773,reparacion,Es necesario reparar el sistema dañado,alta,Switch de 8 puertos,,2025-03-07 09:40:00,2025-03-07 19:40:00
1774,1774,reparacion,Es necesario reparar el sistema dañado,normal,,,2025-03-05 18:33:00,2025-03-07 04:33:00
1775,1775,mantenimiento,Realizar mantenimiento preventivo,urgente,Switch de 8 puertos,,2025-03-03 16:17:00,2025-03-05 08:17:00
1776,1776,reparacion,Es necesario reparar el sistema dañado,normal,Switch de 8 puertos,,2025-03-03 23:17:00,2025-03-06 21:17:00
1777,1777,reparacion,Es necesario reparar el sistema dañado,urgente,"Router TP-Link, Cable UTP",,2025-03-15 08:07:00,2025-03-16 05:07:00
1778,1778,mantenimiento,Realizar mantenimiento preventivo,normal,Modem Huawei,Verificar stock en bodega,2025-03-13 08:36:00,2025-03-13 12:36:00
1779,1779,instalacion,Hay que ir a instalar una nueva conexión,baja,Modem Huawei,,2025-03-14 03:43:00,2025-03-14 09:43:00
1780,1780,configuracion,Configurar nuevamente el equipo,baja,,,2025-03-11 15:58:00,2025-03-14 10:58:00
1781,1781,reparacion,Es necesario reparar el sistema dañado,urgente,Modem Huawei,,2025-03-11 08:56:00,2025-03-14 05:56:00
1782,1782,reparacion,Es necesario reparar el sistema dañado,urgente,Modem Huawei,,2025-03-16 03:59:00,2025-03-17 13:59:00
1783,1783,reparacion,Es necesario reparar el sistema dañado,normal,"Router TP-Link, Cable UTP",,2025-03-09 22:44:00,2025-03-12 02:44:00
1784,1784,configuracion,Configurar nuevamente el equipo,normal,Antena de 5GHz,,2025-03-10 10:16:00,2025-03-11 00:16:00
1785,1785,configuracion,Configurar nuevamente el equipo,alta,,,2025-03-12 23:21:00,2025-03-15 18:21:00
1786,1786,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,Verificar stock en bodega,2025-03-13 21:36:00,2025-03-14 07:36:00
1787,1787,instalacion,Hay que ir a instalar una nueva conexión,urgente,Modem Huawei,Verificar stock en bodega,2025-03-14 15:32:00,2025-03-16 23:32:00
1788,1788,reparacion,Es necesario reparar el sistema dañado,alta,Switch de 8 puertos,Verificar stock en bodega,2025-03-11 22:53:00,2025-03-13 01:53:00
1789,1789,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,,2025-03-12 20:42:00,2025-03-13 13:42:00
1790,1790,configuracion,Configurar nuevamente el equipo,urgente,Antena de 5GHz,Verificar stock en bodega,2025-03-13 20:18:00,2025-03-13 23:18:00
1791,1791,instalacion,Hay que ir a instalar una nueva conexión,normal,"Router TP-Link, Cable UTP",,2025-03-14 22:45:00,2025-03-16 06:45:00
1792,1792,instalacion,Hay que ir a instalar una nueva conexión,urgente,Modem Huawei,Verificar stock en bodega,2025-03-15 14:02:00,2025-03-18 13:02:00
1793,1793,configuracion,Configurar nuevamente el equipo,alta,Modem Huawei,Verificar stock en bodega,2025-03-14 04:44:00,2025-03-14 21:44:00
1794,1794,instalacion,Hay que ir a instalar una nueva conexión,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2025-03-15 01:10:00,2025-03-17 08:10:00
1795,1795,mantenimiento,Realizar mantenimiento preventivo,normal,Modem Huawei,Verificar stock en bodega,2025-03-10 19:04:00,2025-03-13 12:04:00
1796,1796,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,,2025-03-11 02:36:00,2025-03-12 11:36:00
1797,1797,mantenimiento,Realizar mantenimiento preventivo,alta,Modem Huawei,,2025-03-12 18:42:00,2025-03-14 15:42:00
1798,1798,mantenimiento,Realizar mantenimiento preventivo,normal,,Verificar stock en bodega,2025-03-18 17:52:00,2025-03-19 03:52:00
1799,1799,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,Verificar stock en bodega,2025-03-20 18:09:00,2025-03-22 06:09:00
1800,1800,mantenimiento,Realizar mantenimiento preventivo,alta,Modem Huawei,Verificar stock en bodega,2025-03-18 02:54:00,2025-03-19 22:54:00
1801,1801,reparacion,Es necesario reparar el sistema dañado,alta,Antena de 5GHz,,2025-03-23 02:57:00,2025-03-24 19:57:00
1802,1802,configuracion,Configurar nuevamente el equipo,normal,,Verificar stock en bodega,2025-03-23 00:16:00,2025-03-24 22:16:00
1803,1803,reparacion,Es necesario reparar el sistema dañado,normal,Switch de 8 puertos,Verificar stock en bodega,2025-03-17 22:59:00,2025-03-20 00:59:00
1804,1804,mantenimiento,Realizar mantenimiento preventivo,alta,Antena de 5GHz,Verificar stock en bodega,2025-03-17 06:50:00,2025-03-18 23:50:00
1805,1805,reparacion,Es necesario reparar el sistema dañado,alta,Switch de 8 puertos,,2025-03-20 23:49:00,2025-03-21 03:49:00
1806,1806,reparacion,Es necesario reparar el sistema dañado,normal,Switch de 8 puertos,,2025-03-19 00:23:00,2025-03-19 11:23:00
1807,1807,mantenimiento,Realizar mantenimiento preventivo,urgente,,,2025-03-26 02:36:00,2025-03-27 03:36:00
1808,1808,reparacion,Es necesario reparar el sistema dañado,alta,Switch de 8 puertos,,2025-03-23 11:21:00,2025-03-24 11:21:00
1809,1809,configuracion,Configurar nuevamente el equipo,baja,Modem Huawei,Verificar stock en bodega,2025-03-29 14:54:00,2025-04-01 04:54:00
1810,1810,reparacion,Es necesario reparar el sistema dañado,alta,Modem Huawei,Verificar stock en bodega,2025-03-24 19:29:00,2025-03-26 19:29:00
1811,1811,instalacion,Hay que ir a instalar una nueva conexión,alta,Antena de 5GHz,,2025-03-23 21:11:00,2025-03-24 13:11:00
1812,1812,configuracion,Configurar nuevamente el equipo,urgente,Switch de 8 puertos,Verificar stock en bodega,2025-04-03 06:17:00,2025-04-05 12:17:00
1813,1813,mantenimiento,Realizar mantenimiento preventivo,alta,Antena de 5GHz,Verificar stock en bodega,2025-03-31 13:56:00,2025-04-02 08:56:00
1814,1814,configuracion,Configurar nuevamente el equipo,alta,,Verificar stock en bodega,2025-04-04 17:46:00,2025-04-07 14:46:00
1815,1815,instalacion,Hay que ir a instalar una nueva conexión,normal,Switch de 8 puertos,Verificar stock en bodega,2025-04-06 00:04:00,2025-04-06 01:04:00
1816,1816,configuracion,Configurar nuevamente el equipo,alta,"Router TP-Link, Cable UTP",,2025-04-02 15:43:00,2025-04-05 11:43:00
1817,1817,instalacion,Hay que ir a instalar una nueva conexión,normal,,,2025-04-05 05:20:00,2025-04-07 12:20:00
1818,1818,configuracion,Configurar nuevamente el equipo,normal,Antena de 5GHz,,2025-04-01 05:02:00,2025-04-04 00:02:00
1819,1819,configuracion,Configurar nuevamente el equipo,normal,Switch de 8 puertos,Verificar stock en bodega,2025-04-02 04:58:00,2025-04-04 19:58:00
1820,1820,instalacion,Hay que ir a instalar una nueva conexión,baja,Modem Huawei,Verificar stock en bodega,2025-04-02 06:46:00,2025-04-04 15:46:00
1821,1821,instalacion,Hay que ir a instalar una nueva conexión,normal,"Router TP-Link, Cable UTP",Verificar stock en bodega,2025-04-03 03:44:00,2025-04-05 00:44:00
1822,1822,reparacion,Es necesario reparar el sistema dañado,urgente,"Router TP-Link, Cable UTP",Verificar stock en bodega,2025-03-31 10:01:00,2025-04-02 00:01:00
1823,1823,mantenimiento,Realizar mantenimiento preventivo,urgente,Antena de 5GHz,Verificar stock en bodega,2025-03-30 17:16:00,2025-03-31 06:16:00
1824,1824,reparacion,Es necesario reparar el sistema dañado,normal,,,2025-04-03 09:33:00,2025-04-05 08:33:00
1825,1825,reparacion,Es necesario reparar el sistema dañado,normal,Modem Huawei,Verificar stock en bodega,2025-04-02 21:22:00,2025-04-05 17:22:00
1826,1826,configuracion,Configurar nuevamente el equipo,normal,,,2025-04-03 06:44:00,2025-04-03 09:44:00
1827,1827,instalacion,Hay que ir a instalar una nueva conexión,alta,"Router TP-Link, Cable UTP",,2025-04-03 21:16:00,2025-04-06 10:16:00
1828,1828,configuracion,Configurar nuevamente el equipo,baja,,,2025-04-03 11:46:00,2025-04-05 16:46:00
1829,1829,reparacion,Es necesario reparar el sistema dañado,urgente,Switch de 8 puertos,,2025-04-01 20:05:00,2025-04-03 03:05:00
1830,1830,configuracion,Configurar nuevamente el equipo,urgente,Switch de 8 puertos,Verificar stock en bodega,2025-04-04 20:51:00,2025-04-05 10:51:00
1831,1831,configuracion,Configurar nuevamente el equipo,normal,Modem Huawei,Verificar stock en bodega,2025-03-31 10:05:00,2025-04-03 01:05:00
1832,1832,mantenimiento,Realizar mantenimiento preventivo,normal,Modem Huawei,,2025-03-30 20:28:00,2025-04-01 13:28:00
1833,1833,mantenimiento,Realizar mantenimiento preventivo,normal,Switch de 8 puertos,,2025-04-04 14:27:00,2025-04-06 05:27:00
1834,1834,configuracion,Configurar nuevamente el equipo,normal,Switch de 8 puertos,Verificar stock en bodega,2025-04-11 06:07:00,2025-04-11 11:07:00
1835,1835,mantenimiento,Realizar mantenimiento preventivo,alta,Antena de 5GHz,,2025-04-09 16:30:00,2025-04-10 23:30:00
1836,1836,instalacion,Hay que ir a instalar una nueva conexión,baja,Modem Huawei,,2025-04-08 21:59:00,2025-04-11 00:59:00
1837,1837,instalacion,Hay que ir a instalar una nueva conexión,alta,,,2025-04-08 20:32:00,2025-04-09 14:32:00
1838,1838,reparacion,Es necesario reparar el sistema dañado,baja,"Router TP-Link, Cable UTP",,2025-04-10 17:32:00,2025-04-13 01:32:00
1839,1839,reparacion,Es necesario reparar el sistema dañado,baja,"Router TP-Link, Cable UTP",,2025-04-06 12:28:00,2025-04-08 07:28:00
1840,1840,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,,2025-04-09 02:03:00,2025-04-11 18:03:00
1841,1841,configuracion,Configurar nuevamente el equipo,baja,,,2025-04-11 22:14:00,2025-04-14 00:14:00
1842,1842,mantenimiento,Realizar mantenimiento preventivo,urgente,,,2025-04-09 12:22:00,2025-04-11 10:22:00
1843,1843,configuracion,Configurar nuevamente el equipo,urgente,,Verificar stock en bodega,2025-04-06 20:16:00,2025-04-07 08:16:00
1844,1844,instalacion,Hay que ir a instalar una nueva conexión,alta,Modem Huawei,,2025-04-06 23:03:00,2025-04-07 15:03:00
1845,1845,instalacion,Hay que ir a instalar una nueva conexión,baja,,,2025-04-09 17:42:00,2025-04-12 11:42:00
1846,1846,configuracion,Configurar nuevamente el equipo,alta,Modem Huawei,Verificar stock en bodega,2025-04-09 06:40:00,2025-04-09 08:40:00
1847,1847,configuracion,Configurar nuevamente el equipo,alta,Switch de 8 puertos,,2025-04-07 17:01:00,2025-04-10 05:01:00
1848,1848,mantenimiento,Realizar mantenimiento preventivo,urgente,Switch de 8 puertos,Verificar stock en bodega,2025-04-08 21:26:00,2025-04-11 10:26:00
1849,1849,mantenimiento,Realizar mantenimiento preventivo,alta,,Verificar stock en bodega,2025-04-10 07:19:00,2025-04-10 11:19:00
1850,1850,mantenimiento,Realizar mantenimiento preventivo,baja,"Router TP-Link, Cable UTP",,2025-04-11 10:03:00,2025-04-13 01:03:00
1851,1851,reparacion,Es necesario reparar el sistema dañado,urgente,Modem Huawei,,2025-04-11 02:05:00,2025-04-12 11:05:00
1852,1852,instalacion,Hay que ir a instalar una nueva conexión,urgente,Modem Huawei,Verificar stock en bodega,2025-04-15 08:08:00,2025-04-17 17:08:00
1853,1853,instalacion,Hay que ir a instalar una nueva conexión,baja,,,2025-04-16 03:11:00,2025-04-16 17:11:00
1854,1854,configuracion,Configurar nuevamente el equipo,alta,Antena de 5GHz,Verificar stock en bodega,2025-04-19 23:06:00,2025-04-20 09:06:00
1855,1855,instalacion,Hay que ir a instalar una nueva conexión,urgente,"Router TP-Link, Cable UTP",Verificar stock en bodega,2025-04-19 00:13:00,2025-04-21 17:13:00
1856,1856,configuracion,Configurar nuevamente el equipo,alta,"Router TP-Link, Cable UTP",,2025-04-14 11:02:00,2025-04-16 11:02:00
1857,1857,configuracion,Configurar nuevamente el equipo,urgente,"Router TP-Link, Cable UTP",Verificar stock en bodega,2025-04-15 13:04:00,2025-04-18 10:04:00
1858,1858,configuracion,Configurar nuevamente el equipo,alta,"Router TP-Link, Cable UTP",Verificar stock en bodega,2025-04-18 23:18:00,2025-04-21 19:18:00
1859,1859,configuracion,Configurar nuevamente el equipo,baja,Switch de 8 puertos,,2025-04-19 03:32:00,2025-04-19 15:32:00
1860,1860,configuracion,Configurar nuevamente el equipo,urgente,Antena de 5GHz,Verificar stock en bodega,2025-04-18 05:48:00,2025-04-20 03:48:00
1861,1861,mantenimiento,Realizar mantenimiento preventivo,baja,,Verificar stock en bodega,2025-04-15 10:32:00,2025-04-16 23:32:00
1862,1862,mantenimiento,Realizar mantenimiento preventivo,alta,Switch de 8 puertos,Verificar stock en bodega,2025-04-17 01:41:00,2025-04-19 02:41:00
1863,1863,mantenimiento,Realizar mantenimiento preventivo,alta,Switch de 8 puertos,Verificar stock en bodega,2025-04-15 14:41:00,2025-04-18 09:41:00
1864,1864,mantenimiento,Realizar mantenimiento preventivo,normal,Switch de 8 puertos,Verificar stock en bodega,2025-04-18 10:50:00,2025-04-19 12:50:00
1865,1865,instalacion,Hay que ir a instalar una nueva conexión,alta,,,2025-04-15 09:58:00,2025-04-15 21:58:00
1866,1866,configuracion,Configurar nuevamente el equipo,alta,Modem Huawei,,2025-04-17 18:37:00,2025-04-18 19:37:00
1867,1867,mantenimiento,Realizar mantenimiento preventivo,baja,Modem Huawei,,2025-04-13 11:48:00,2025-04-13 20:48:00
1868,1868,configuracion,Configurar nuevamente el equipo,alta,Modem Huawei,,2025-04-14 01:04:00,2025-04-15 21:04:00
1869,1869,mantenimiento,Realizar mantenimiento preventivo,alta,"Router TP-Link, Cable UTP",,2025-04-16 11:33:00,2025-04-18 13:33:00
1870,1870,instalacion,Hay que ir a instalar una nueva conexión,urgente,Modem Huawei,Verificar stock en bodega,2025-04-15 18:19:00,2025-04-18 18:19:00
1871,1871,configuracion,Configurar nuevamente el equipo,alta,,,2025-04-14 12:56:00,2025-04-15 05:56:00
1872,1872,configuracion,Configurar nuevamente el equipo,normal,Modem Huawei,Verificar stock en bodega,2025-04-15 20:15:00,2025-04-15 23:15:00
1873,1873,reparacion,Es necesario reparar el sistema dañado,normal,Modem Huawei,Verificar stock en bodega,2025-04-22 02:25:00,2025-04-24 10:25:00
1874,1874,mantenimiento,Realizar mantenimiento preventivo,normal,,,2025-04-24 14:44:00,2025-04-25 14:44:00
